vomit,blood,y,x,street,lat,urine,eventdate,humanfouling,long
 NO,NO,178575,529297,CHURTON STREET,51.491356,NO,15/03/2013,Yes,-0.1390022
 NO,NO,181752,529282,RIDING HOUSE STREET,51.519917,NO,15/03/2013,Yes,-0.1380622
 Yes,NO,180918,529657,WARDOUR STREET,51.51233,NO,15/03/2013,NO,-0.1329589
 NO,NO,181838,528846,HALLAM MEWS,51.520786,Yes,01/06/2012,NO,-0.1442983
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,01/06/2012,Yes,-0.1221933
 NO,NO,0,0,Not Recorded,0.0,NO,01/06/2012,Yes,0.0 NO,NO,180918,530220,BANBURY 
COURT,51.5122,NO,11/07/2012,Yes,-0.1248502 NO,NO,179793,530162,KING CHARLES 
STREET,51.502106,NO,11/07/2012,Yes,-0.126109 NO,NO,180935,527968,NORTH 
ROW,51.512867,Yes,11/07/2012,NO,-0.1572867 NO,NO,0,0,Not 
Recorded,0.0,Yes,11/07/2012,Yes,0.0 Yes,NO,0,0,Not 
Recorded,0.0,NO,30/04/2012,NO,0.0 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,30/04/2012,Yes,-0.1359159 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,Yes,31/05/2013,NO,-0.1951818 Yes,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,NO,31/05/2013,NO,-0.134549 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,31/05/2013,Yes,-0.1380622 NO,NO,180497,528324,ALDFORD 
STREET,51.50885,NO,06/07/2013,Yes,-0.1523109 NO,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,Yes,06/07/2013,Yes,-0.1284068 NO,NO,181561,527650,BRYANSTON 
SQUARE,51.518566,NO,07/03/2013,Yes,-0.1616325 NO,NO,181046,529446,INGESTRE 
PLACE,51.51353,NO,07/03/2013,Yes,-0.1359509 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,Yes,07/03/2013,NO,-0.1299477 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,07/03/2013,Yes,-0.1224161 Yes,NO,180692,529296,GLASSHOUSE 
STREET,51.510387,NO,11/12/2012,NO,-0.1382435 Yes,NO,182279,525565,SHIRLAND 
ROAD,51.525486,NO,11/12/2012,NO,-0.1914112 NO,NO,180986,529660,BOURCHIER 
STREET,51.512947,Yes,24/07/2013,Yes,-0.1328859 NO,NO,183200,526941,COCHRANE 
MEWS,51.533455,Yes,24/07/2013,NO,-0.1712552 NO,NO,181175,529634,DEAN 
STREET,51.514645,Yes,24/07/2013,Yes,-0.1331909 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,NO,24/07/2013,Yes,-0.149751 NO,Yes,181046,529446,INGESTRE 
PLACE,51.51353,NO,24/07/2013,NO,-0.1359509 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,24/07/2013,NO,-0.1308323 NO,NO,178338,530000,PONSONBY 
TERRACE,51.489067,NO,24/07/2013,Yes,-0.1289691 NO,NO,182279,525565,SHIRLAND 
ROAD,51.525486,NO,24/07/2013,Yes,-0.1914112 NO,NO,181246,526481,CHILWORTH 
MEWS,51.516,Yes,01/03/2013,NO,-0.178587 NO,NO,180608,529874,ORANGE 
STREET,51.509495,NO,01/03/2013,Yes,-0.1299477 Yes,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,01/03/2013,NO,-0.133373 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,Yes,01/03/2013,NO,-0.1224161 Yes,NO,0,0,Not 
Recorded,0.0,NO,05/05/2012,NO,0.0 NO,NO,180722,530166,BEDFORD 
COURT,51.510452,Yes,02/03/2013,NO,-0.1257003 NO,NO,180528,530297,BUCKINGHAM 
STREET,51.50868,NO,02/03/2013,Yes,-0.1238853 NO,NO,180686,530385,BULL INN 
COURT,51.51008,NO,02/03/2013,Yes,-0.1225596 Yes,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,02/03/2013,NO,-0.1428958 Yes,NO,180643,529739,WHITCOMB 
COURT,51.509842,NO,02/03/2013,NO,-0.131879 NO,NO,179214,528898,ALLINGTON 
STREET,51.497196,NO,20/07/2012,Yes,-0.1445117 Yes,NO,180733,529596,GREAT 
WINDMILL STREET,51.510685,Yes,20/07/2012,NO,-0.1339126 NO,NO,180329,529584,ST 
JAMES'S SQUARE,51.507053,NO,20/07/2012,Yes,-0.1342267 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,24/07/2012,NO,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,Yes,24/07/2012,NO,0.0 NO,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,NO,24/07/2012,Yes,-0.1284068 NO,NO,180256,530939,WATERLOO 
BRIDGE,51.506084,Yes,24/07/2012,NO,-0.1147406 NO,NO,180706,529766,WHITCOMB 
STREET,51.5104,NO,24/07/2012,Yes,-0.131467 Yes,NO,180685,530231,AGAR 
STREET,51.510105,NO,02/09/2012,NO,-0.1247778 Yes,NO,181513,529242,BOOTH'S 
PLACE,51.517773,Yes,02/09/2012,NO,-0.1387179 NO,NO,181137,528744,DERING 
STREET,51.51451,NO,02/09/2012,Yes,-0.1460328 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,07/11/2012,NO,-0.1254223 Yes,NO,180860,529907,LISLE 
STREET,51.511753,NO,07/11/2012,NO,-0.1293796 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,07/11/2012,Yes,-0.1224161 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,Yes,07/11/2012,NO,-0.1297861 Yes,NO,181751,527721,UPPER MONTAGU 
STREET,51.520256,NO,18/11/2012,NO,-0.160541 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,18/11/2012,Yes,-0.1224161 NO,NO,180531,529506,BABMAES 
STREET,51.50889,NO,02/05/2013,Yes,-0.1352758 NO,NO,180737,528653,DAVIES 
STREET,51.510933,NO,02/05/2013,Yes,-0.1474852 NO,NO,181024,528644,GLOBE 
YARD,51.513515,NO,02/05/2013,Yes,-0.1475102 NO,NO,181330,529530,GREAT CHAPEL 
STREET,51.516064,NO,02/05/2013,Yes,-0.134641 NO,NO,180985,527847,MARBLE 
ARCH,51.513344,NO,02/05/2013,Yes,-0.1590076 NO,NO,180366,529357,MASON'S 
YARD,51.507446,NO,02/05/2013,Yes,-0.1374891 NO,NO,180608,529874,ORANGE 
STREET,51.509495,NO,02/05/2013,Yes,-0.1299477 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,NO,17/04/2013,Yes,-0.1951818 Yes,NO,179537,529153,BUCKINGHAM 
GATE,51.500042,NO,17/04/2013,NO,-0.1407178 NO,NO,181730,527885,CLAY 
STREET,51.52003,NO,17/04/2013,Yes,-0.1581861 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,17/04/2013,NO,-0.1279754 NO,NO,178586,529583,OSBERT 
STREET,51.491394,NO,17/04/2013,Yes,-0.1348815 Yes,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,NO,17/04/2013,NO,-0.1284068 NO,NO,180491,529754,CHARLES II 
STREET,51.508472,NO,13/02/2013,Yes,-0.1317242 NO,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,NO,30/05/2012,Yes,-0.1313876 NO,NO,181085,529500,BERWICK 
STREET,51.513866,Yes,30/05/2012,NO,-0.1351638 NO,Yes,182651,527377,HANOVER 
GATE,51.528423,NO,30/05/2012,NO,-0.1651711 Yes,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,30/05/2012,Yes,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,Yes,30/05/2012,NO,0.0 NO,NO,181574,529172,BYWELL 
PLACE,51.518337,NO,09/05/2012,Yes,-0.1397039 NO,NO,181472,527269,EDGWARE 
ROAD,51.517857,NO,09/05/2012,Yes,-0.1671549 NO,NO,178863,529221,KINGS SCHOLARS' 
PASSAGE,51.49396,NO,09/05/2012,Yes,-0.139991 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,09/05/2012,Yes,-0.1221933 NO,NO,181559,528924,ALL SOULS 
PLACE,51.518257,NO,26/07/2013,Yes,-0.1432817 NO,NO,180986,529660,BOURCHIER 
STREET,51.512947,NO,26/07/2013,Yes,-0.1328859 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,26/07/2013,NO,-0.149751 Yes,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,NO,26/07/2013,NO,-0.134549 Yes,NO,180782,529619,SHAFTESBURY 
AVENUE,51.511116,NO,26/07/2013,NO,-0.1335539 NO,Yes,180329,529584,ST JAMES'S 
SQUARE,51.507053,NO,26/07/2013,NO,-0.1342267 NO,NO,180918,529657,WARDOUR 
STREET,51.51233,Yes,26/07/2013,NO,-0.1329589 NO,NO,180164,529403,ANGEL 
COURT,51.50561,Yes,29/10/2012,NO,-0.1368938 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,29/10/2012,Yes,-0.1221933 NO,NO,181114,529603,RICHMOND 
MEWS,51.51411,NO,29/10/2012,Yes,-0.1336617 Yes,NO,180931,530411,RUSSELL 
STREET,51.51227,Yes,29/10/2012,NO,-0.1220946 NO,NO,181867,526975,BROADLEY 
STREET,51.52147,NO,03/11/2012,Yes,-0.1712456
 Yes,NO,180671,529636,HAYMARKET,51.510117,NO,03/11/2012,NO,-0.1333568
 NO,NO,180531,529506,BABMAES STREET,51.50889,NO,19/02/2013,Yes,-0.1352758
 Yes,NO,178790,528901,BRIDGE PLACE,51.49338,NO,19/02/2013,NO,-0.1446252
 NO,NO,178689,528685,ELIZABETH BRIDGE,51.49252,NO,19/02/2013,Yes,-0.1477711
 Yes,NO,180703,530410,LUMLEY COURT,51.510223,Yes,19/02/2013,NO,-0.1221933
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,19/02/2013,NO,-0.1423526
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,19/02/2013,NO,-0.133373
 NO,NO,180329,529584,ST JAMES'S SQUARE,51.507053,NO,19/02/2013,Yes,-0.1342267
 Yes,NO,181981,524906,WOODFIELD ROAD,51.522953,NO,19/02/2013,NO,-0.2010112
 Yes,NO,179537,529153,BUCKINGHAM GATE,51.500042,NO,05/09/2013,NO,-0.1407178
 NO,NO,181106,529734,FRITH STREET,51.514004,Yes,05/09/2013,NO,-0.1317807
 NO,NO,181024,528644,GLOBE YARD,51.513515,Yes,05/09/2013,NO,-0.1475102
 NO,NO,181641,524836,LEAMINGTON ROAD 
VILLAS,51.519913,NO,05/09/2013,Yes,-0.2021401 NO,NO,180861,529518,LEXINGTON 
STREET,51.51185,Yes,05/09/2013,NO,-0.1349818 Yes,NO,179495,529506,PALMER 
STREET,51.499577,NO,05/09/2013,NO,-0.135656 Yes,NO,180641,529798,PANTON 
STREET,51.509808,NO,05/09/2013,NO,-0.1310284 NO,NO,180215,528332,PARK 
LANE,51.506317,Yes,05/09/2013,NO,-0.1523064 Yes,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,NO,05/09/2013,NO,-0.134549 Yes,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,05/09/2013,NO,-0.1428958 NO,NO,181776,527493,WALMER 
PLACE,51.52054,NO,05/09/2013,Yes,-0.1638199 NO,NO,181173,531112,ANDREWS 
CROSSE,51.514286,NO,08/05/2012,Yes,-0.1119085 NO,NO,180841,529704,DANSEY 
PLACE,51.511627,NO,08/05/2012,Yes,-0.1323103 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,08/05/2012,Yes,-0.1221933 NO,NO,182086,526002,WARWICK 
AVENUE,51.523655,NO,08/05/2012,Yes,-0.1851843 NO,NO,181633,529351,BERNERS 
MEWS,51.518826,NO,04/07/2013,Yes,-0.1371038 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,Yes,04/07/2013,Yes,-0.1951818 NO,NO,181080,530459,CROWN 
COURT,51.513603,Yes,04/07/2013,NO,-0.1213481 NO,NO,180394,528988,DOVER 
YARD,51.507782,Yes,04/07/2013,NO,-0.1427905 NO,NO,181448,529266,MARYLEBONE 
PASSAGE,51.51718,NO,04/07/2013,Yes,-0.138396 NO,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,Yes,11/08/2013,NO,-0.134549 NO,NO,181033,527687,CONNAUGHT 
PLACE,51.51382,NO,10/08/2012,Yes,-0.161298 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,10/08/2012,NO,-0.1221933 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,10/08/2012,Yes,-0.1380622 NO,NO,181098,528420,BINNEY 
STREET,51.51423,NO,17/08/2012,Yes,-0.1507095 NO,NO,180765,530073,GOODWIN'S 
COURT,51.51086,Yes,17/08/2012,NO,-0.1270238 NO,NO,181173,529769,Not 
Recorded,51.514595,Yes,17/08/2012,NO,-0.131252 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,05/05/2013,NO,-0.1254223 NO,NO,178256,528945,CUMBERLAND 
STREET,51.48857,NO,05/05/2013,Yes,-0.1441861 NO,Yes,178971,528324,EATON 
SQUARE,51.495136,NO,05/05/2013,NO,-0.152869 NO,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,05/05/2013,NO,-0.1359509 NO,NO,180933,525768,SALEM 
ROAD,51.513348,Yes,05/05/2013,NO,-0.1889729 NO,NO,181633,529351,BERNERS 
MEWS,51.518826,NO,13/05/2012,Yes,-0.1371038 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,13/01/2013,NO,-0.133373 Yes,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,NO,13/01/2013,NO,-0.133373 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,Yes,01/11/2012,NO,-0.1951818 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,01/11/2012,NO,-0.1254223 NO,NO,180737,528653,DAVIES 
STREET,51.510933,Yes,01/11/2012,NO,-0.1474852 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,01/11/2012,Yes,-0.1224161
 NO,NO,180671,529636,HAYMARKET,51.510117,Yes,02/02/2013,Yes,-0.1333568
 Yes,NO,181304,529153,MARKET PLACE,51.515915,NO,02/02/2013,NO,-0.1400765
 Yes,Yes,179863,528517,PICCADILLY,51.50311,NO,02/02/2013,NO,-0.1497623
 Yes,NO,179777,528072,KNIGHTSBRIDGE,51.502438,NO,23/12/2012,NO,-0.1562014
 Yes,NO,179088,528886,TERMINUS PLACE,51.49606,NO,23/12/2012,NO,-0.1447318
 NO,NO,181895,529097,CLIPSTONE MEWS,51.52124,NO,26/05/2013,Yes,-0.1406667
 NO,NO,180834,529832,LEICESTER PLACE,51.511536,NO,26/05/2013,Yes,-0.1304694
 Yes,NO,180782,529619,SHAFTESBURY AVENUE,51.511116,NO,26/05/2013,NO,-0.1335539
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,26/05/2013,NO,-0.133373
 Yes,NO,180575,529637,ST JAMES'S MARKET,51.50925,NO,26/05/2013,NO,-0.133373
 Yes,NO,181839,525477,ALFRED ROAD,51.52155,NO,01/10/2012,NO,-0.1928357
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,Yes,01/07/2012,NO,-0.12731
 Yes,NO,0,0,Not Recorded,0.0,NO,01/07/2012,NO,0.0 NO,NO,181559,528924,ALL SOULS 
PLACE,51.518257,NO,28/06/2013,Yes,-0.1432817 Yes,NO,181669,528019,BAKER 
STREET,51.51945,NO,28/06/2013,NO,-0.156278 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,28/06/2013,NO,-0.1308323 NO,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,NO,28/06/2013,Yes,-0.133373 NO,NO,178973,529320,STILLINGTON 
STREET,51.494926,Yes,28/06/2013,NO,-0.1385254 NO,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,28/06/2013,Yes,-0.1428958 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,15/11/2012,NO,-0.1254223 NO,NO,182703,525000,CROXLEY 
ROAD,51.52942,NO,15/11/2012,Yes,-0.1994009 NO,NO,181701,527789,MONTAGU MEWS 
NORTH,51.51979,Yes,15/11/2012,NO,-0.1595795 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,15/11/2012,Yes,-0.133373 Yes,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,11/05/2013,NO,-0.1297861 Yes,NO,180975,530471,BOW 
STREET,51.512657,NO,23/08/2013,NO,-0.1212141 Yes,NO,180890,530181,CONDUIT 
COURT,51.51196,NO,23/08/2013,NO,-0.1254223 NO,NO,180684,528733,JONES 
STREET,51.510437,Yes,23/08/2013,NO,-0.1463524 Yes,NO,0,0,Not 
Recorded,0.0,NO,23/08/2013,Yes,0.0 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,23/08/2013,NO,-0.1299477 Yes,NO,181248,526734,PRAED 
STREET,51.515957,NO,23/08/2013,NO,-0.1749476 NO,NO,179170,529652,STRUTTON 
GROUND,51.496624,NO,23/08/2013,Yes,-0.1336809 Yes,NO,180460,529889,WHITCOMB 
STREET,51.50816,Yes,23/08/2013,NO,-0.1297861 NO,NO,180576,530156,ADELAIDE 
STREET,51.509144,Yes,16/10/2012,NO,-0.1258982 NO,NO,180164,529403,ANGEL 
COURT,51.50561,Yes,16/10/2012,NO,-0.1368938
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,16/10/2012,NO,-0.1497623
 NO,NO,180678,529245,SACKVILLE STREET,51.51027,Yes,16/10/2012,NO,-0.1389807
 NO,NO,181121,529512,WARDOUR MEWS,51.514187,NO,16/10/2012,Yes,-0.1349727
 NO,NO,180918,530220,BANBURY COURT,51.5122,NO,27/02/2013,Yes,-0.1248502
 Yes,NO,182100,528415,MARYLEBONE ROAD,51.52324,NO,27/02/2013,NO,-0.1504129
 NO,NO,181102,529447,PORTLAND MEWS,51.51403,NO,27/02/2013,Yes,-0.1359159
 NO,NO,180815,528835,BLOOMFIELD PLACE,51.511593,Yes,05/11/2012,NO,-0.1448416
 Yes,NO,178576,528612,BUCKINGHAM PALACE 
ROAD,51.491528,NO,05/11/2012,NO,-0.1488629 NO,NO,182287,525240,GRITTLETON 
ROAD,51.525627,Yes,05/11/2012,NO,-0.1960907 NO,NO,180611,530085,Not 
Recorded,51.509476,NO,05/11/2012,Yes,-0.1269071 NO,NO,180678,529245,SACKVILLE 
STREET,51.51027,Yes,05/11/2012,NO,-0.1389807 NO,NO,180810,529463,BRIDLE 
LANE,51.511406,Yes,20/07/2013,NO,-0.1357926 NO,NO,181171,525328,BRIDSTOW 
PLACE,51.515587,Yes,20/07/2013,NO,-0.1952263 NO,NO,183200,526941,COCHRANE 
MEWS,51.533455,Yes,20/07/2013,NO,-0.1712552 NO,NO,178587,529670,DOUGLAS 
STREET,51.49138,Yes,20/07/2013,NO,-0.1336281 NO,NO,180741,525421,MOSCOW 
ROAD,51.511696,NO,20/07/2013,Yes,-0.194033 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,20/07/2013,NO,-0.1299477 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,20/07/2013,NO,-0.133373 Yes,NO,180767,529977,BEAR 
STREET,51.5109,NO,30/12/2012,NO,-0.1284057 NO,NO,180848,530372,COVENT 
GARDEN,51.511536,NO,30/12/2012,Yes,-0.1226869 NO,NO,181165,529105,LITTLE ARGYLL 
STREET,51.514683,NO,30/12/2012,Yes,-0.1408229 NO,Yes,0,0,Not 
Recorded,0.0,NO,21/07/2012,NO,0.0 NO,NO,180828,530173,ROSE 
STREET,51.511402,Yes,21/07/2012,NO,-0.1255604 NO,NO,181266,529736,SOHO 
SQUARE,51.515438,Yes,21/07/2012,NO,-0.1316931 NO,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,NO,21/07/2012,Yes,-0.1284068 NO,NO,180887,531632,VICTORIA 
EMBANKMENT,51.511597,NO,24/04/2012,Yes,-0.1045257 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,15/09/2012,NO,-0.1254223 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,15/09/2012,NO,-0.1279754 NO,NO,181251,529112,OXFORD 
STREET,51.51545,NO,15/09/2012,Yes,-0.1406854 Yes,NO,181270,528315,WIGMORE 
STREET,51.5158,Yes,15/09/2012,NO,-0.1521593 NO,Yes,180709,529353,WARWICK 
STREET,51.51052,NO,09/12/2012,NO,-0.1374139 NO,NO,180576,530156,ADELAIDE 
STREET,51.509144,Yes,05/07/2012,NO,-0.1258982 NO,NO,180651,530182,CHANDOS 
PLACE,51.50981,NO,05/07/2012,Yes,-0.1254961 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,05/07/2012,NO,-0.1475102 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,05/07/2012,NO,-0.1308323 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,05/07/2012,Yes,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,NO,05/07/2012,Yes,0.0 Yes,NO,178538,529631,VAUXHALL BRIDGE 
ROAD,51.490948,NO,05/07/2012,NO,-0.1342075 NO,NO,180531,529506,BABMAES 
STREET,51.50889,NO,28/09/2012,Yes,-0.1352758 NO,NO,181633,529351,BERNERS 
MEWS,51.518826,NO,28/09/2012,Yes,-0.1371038 NO,NO,181182,525325,CHEPSTOW 
ROAD,51.51568,NO,03/05/2012,Yes,-0.195259 NO,NO,180978,529525,HOPKINS 
STREET,51.5129,NO,03/05/2012,Yes,-0.134838 Yes,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,03/05/2012,NO,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,Yes,03/05/2012,NO,0.0 NO,NO,180823,528987,CONDUIT 
STREET,51.51163,Yes,19/05/2013,NO,-0.1426434 Yes,NO,180415,529298,JERMYN 
STREET,51.507893,NO,19/05/2013,NO,-0.1383138 Yes,NO,180860,529907,LISLE 
STREET,51.511753,NO,19/05/2013,NO,-0.1293796 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,19/05/2013,Yes,-0.133373 NO,NO,178291,529973,VAUXHALL 
BRIDGE,51.488647,Yes,19/05/2013,NO,-0.129375 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,04/06/2012,NO,-0.1279754 NO,NO,180164,529403,ANGEL 
COURT,51.50561,Yes,19/07/2013,NO,-0.1368938 Yes,NO,181669,528019,BAKER 
STREET,51.51945,NO,19/07/2013,NO,-0.156278 NO,NO,178587,529670,DOUGLAS 
STREET,51.49138,Yes,19/07/2013,NO,-0.1336281 NO,NO,181039,528927,HANOVER 
SQUARE,51.51359,Yes,19/07/2013,NO,-0.1434298 NO,NO,180684,528733,JONES 
STREET,51.510437,Yes,19/07/2013,NO,-0.1463524 NO,NO,180633,529868,LONG'S 
COURT,51.50972,Yes,19/07/2013,NO,-0.1300249 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,19/07/2013,NO,-0.133373 NO,NO,180810,529463,BRIDLE 
LANE,51.511406,NO,17/09/2012,Yes,-0.1357926 NO,NO,180528,530297,BUCKINGHAM 
STREET,51.50868,Yes,17/09/2012,NO,-0.1238853 Yes,NO,180848,530372,COVENT 
GARDEN,51.511536,Yes,17/09/2012,Yes,-0.1226869 NO,Yes,180890,530180,FLORAL 
STREET,51.511963,NO,17/09/2012,NO,-0.1254428 NO,NO,178875,529170,GILLINGHAM 
ROW,51.49408,NO,17/09/2012,Yes,-0.1407208 NO,NO,178671,529136,GUILDHOUSE 
STREET,51.492256,NO,17/09/2012,Yes,-0.1412849
 NO,NO,179777,528072,KNIGHTSBRIDGE,51.502438,Yes,17/09/2012,NO,-0.1562014
 NO,NO,180703,530410,LUMLEY COURT,51.510223,Yes,17/09/2012,NO,-0.1221933
 NO,NO,181094,528532,SOUTH MOLTON STREET,51.514175,Yes,17/09/2012,NO,-0.1490951
 NO,NO,180930,528590,BROOK STREET,51.51268,NO,21/10/2012,Yes,-0.1483222
 Yes,NO,180645,530010,HANWAY STREET,51.509796,NO,21/10/2012,NO,-0.1279754
 NO,NO,180585,530363,JOHN ADAM STREET,51.509182,NO,21/10/2012,Yes,-0.1229144
 NO,NO,181098,528420,BINNEY STREET,51.51423,NO,29/08/2013,Yes,-0.1507095
 NO,NO,180986,529660,BOURCHIER STREET,51.512947,Yes,29/08/2013,NO,-0.1328859
 NO,NO,178709,528691,BUCKINGHAM PALACE 
ROAD,51.492702,NO,29/08/2013,Yes,-0.147683 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,29/08/2013,NO,-0.1475102 NO,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,NO,29/08/2013,Yes,-0.1339126 NO,NO,178671,529136,GUILDHOUSE 
STREET,51.492256,Yes,29/08/2013,NO,-0.1412849 NO,NO,180806,525898,INVERNESS 
MEWS,51.512173,Yes,29/08/2013,NO,-0.1871396 NO,NO,179142,528657,LOWER BELGRAVE 
STREET,51.496597,Yes,29/08/2013,NO,-0.1480092 NO,Yes,181251,529112,OXFORD 
STREET,51.51545,NO,29/08/2013,NO,-0.1406854 NO,NO,181041,528551,SOUTH MOLTON 
LANE,51.513687,NO,29/08/2013,Yes,-0.1488435 NO,NO,181672,524748,ST LUKE'S 
ROAD,51.52021,Yes,29/08/2013,NO,-0.2033968 NO,NO,178439,529060,WARWICK 
SQUARE,51.49019,NO,29/08/2013,Yes,-0.1424638 NO,NO,180512,530247,YORK 
PLACE,51.508545,Yes,29/08/2013,NO,-0.1246113 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,02/08/2013,NO,-0.149751
 Yes,NO,180671,529636,HAYMARKET,51.510117,NO,02/08/2013,NO,-0.1333568
 NO,NO,181183,529161,HILL'S PLACE,51.514824,NO,02/08/2013,Yes,-0.1400056
 Yes,NO,181186,528425,JAMES STREET,51.51502,NO,02/08/2013,NO,-0.1506069
 NO,NO,180531,529506,BABMAES STREET,51.50889,NO,24/06/2013,Yes,-0.1352758
 NO,NO,181024,528644,GLOBE YARD,51.513515,Yes,24/06/2013,Yes,-0.1475102
 NO,NO,180918,530220,BANBURY COURT,51.5122,Yes,24/10/2012,NO,-0.1248502
 NO,NO,181156,525331,BOTTS MEWS,51.515446,NO,24/10/2012,Yes,-0.1951818
 NO,NO,181046,529446,INGESTRE PLACE,51.51353,Yes,24/10/2012,NO,-0.1359509
 NO,NO,180415,529298,JERMYN STREET,51.507893,NO,24/10/2012,Yes,-0.1383138
 Yes,NO,181248,526734,PRAED STREET,51.515957,NO,24/10/2012,NO,-0.1749476
 Yes,NO,180782,529619,SHAFTESBURY AVENUE,51.511116,NO,24/10/2012,NO,-0.1335539
 NO,NO,180861,530453,TAVISTOCK COURT,51.511635,NO,24/10/2012,Yes,-0.1215156
 Yes,NO,179088,528886,TERMINUS PLACE,51.49606,NO,24/10/2012,NO,-0.1447318
 NO,NO,180686,530385,BULL INN COURT,51.51008,NO,30/04/2013,Yes,-0.1225596
 NO,NO,179304,529498,BUTLER PLACE,51.49786,Yes,30/04/2013,NO,-0.1358413
 NO,NO,181080,530459,CROWN COURT,51.513603,NO,30/04/2013,Yes,-0.1213481
 NO,NO,181044,528659,HAUNCH OF VENISON 
YARD,51.51369,NO,30/04/2013,Yes,-0.1472868 Yes,NO,182100,528415,MARYLEBONE 
ROAD,51.52324,NO,30/04/2013,NO,-0.1504129 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,30/04/2013,Yes,-0.1359159 Yes,NO,180624,529673,SHAVER'S 
